id|BIK|namebanka|korschet
146|"040396000"|"ﾐﾊﾖ ﾑﾎﾗﾈ, ﾃ. ﾑﾎﾗﾈ"|
147|"040396762"|"ﾔﾈﾋﾈﾀﾋ ﾎﾀﾎ ﾂﾍﾅﾘﾒﾎﾐﾃﾁﾀﾍﾊ ﾂ ﾃ.ﾑﾎﾗﾈ, ﾃ. ﾑﾎﾗﾈ"|"30101810400000000762"
148|"040396844"|"ﾑﾎﾗﾈ"", ﾃ. ﾑﾎﾗﾈ"""|"30101810700000000844"
149|"040396717"|"ﾑﾎﾗﾈﾃﾀﾇﾏﾐﾎﾌﾁﾀﾍﾊ"", ﾃ. ﾑﾎﾗﾈ"""|"30101810400000000717"
150|"044579273"|"ﾌﾒﾈ-ﾁﾀﾍﾊ"" (ﾎﾎﾎ), ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810400000000273"
151|"040396761"|"ﾞﾃﾁﾀﾍﾊ"", ﾃ. ﾑﾎﾗﾈ"""|"30101810100000000761"
152|"040396896"|"ﾑﾎﾗﾈﾍﾑﾊﾈﾉ"" ﾇﾀﾎ""ﾌﾅﾆﾄﾓﾍﾀﾐ.ﾏﾐﾎﾌ.ﾁﾀﾍﾊ"", ﾃ. ﾑﾎﾗﾈ"""|"30101810800000000896"
153|"040397002"|"ﾏﾓ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ ﾖﾅﾌﾅﾑﾑﾊﾎﾅ, ﾃ. ﾍﾎﾂﾎﾐﾎﾑﾑﾈﾉﾑﾊ 12"|
154|"040398002"|"ﾌﾐﾕ (ﾃ.ﾊﾐﾀﾑﾍﾎﾄﾀﾐ) ﾖﾕ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ, ﾃ. ﾊﾐﾀﾑﾍﾎﾄﾀﾐ"|
155|"040400000"|"ﾐﾊﾖ ﾊﾓﾐﾀﾃﾈﾍﾎ, ﾏﾃﾒ. ﾊﾓﾐﾀﾃﾈﾍﾎ"|
156|"040401000"|"ﾐﾊﾖ ﾌﾈﾍﾓﾑﾈﾍﾑﾊ, ﾃ. ﾌﾈﾍﾓﾑﾈﾍﾑﾊ"|
157|"040405000"|"ﾐﾊﾖ ﾍﾀﾇﾀﾐﾎﾂﾎ, ﾃ. ﾍﾀﾇﾀﾐﾎﾂﾎ"|
158|"040407001"|"ﾃﾐﾊﾖ ﾃﾓ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ ﾏﾎ ﾊﾐﾀﾑﾍﾎﾟﾐﾑﾊﾎﾌﾓ ﾊﾐ., ﾃ. ﾊﾐﾀﾑﾍﾎﾟﾐﾑﾊ"|
159|"040407777"|"ﾔﾈﾋﾈﾀﾋ ﾎﾀﾎ ﾂﾍﾅﾘﾒﾎﾐﾃﾁﾀﾍﾊ ﾂ ﾃ.ﾊﾐﾀﾑﾍﾎﾟﾐﾑﾊﾅ, ﾃ. ﾊﾐﾀﾑﾍﾎﾟﾐﾑﾊ"|"30101810200000000777"
160|"040407627"|"ﾂﾎﾑﾒﾎﾗﾍﾎ-ﾑﾈﾁﾈﾐﾑﾊﾈﾉ ﾁﾀﾍﾊ ﾑﾁﾅﾐﾁﾀﾍﾊﾀ ﾐﾔ, ﾃ. ﾊﾐﾀﾑﾍﾎﾟﾐﾑﾊ"|"30101810800000000627"
161|"040407795"|"ﾅﾍﾈﾑﾅﾉ"" (ﾎﾀﾎ), ﾃ. ﾊﾐﾀﾑﾍﾎﾟﾐﾑﾊ"""|"30101810800000000795"
162|"040407816"|"ﾑﾒﾐﾎﾌﾊﾎﾌﾁﾀﾍﾊ"", ﾃ. ﾊﾐﾀﾑﾍﾎﾟﾐﾑﾊ"""|"30101810200000000816"
163|"040407862"|"ﾑﾄﾌ-ﾁﾀﾍﾊ"" (ﾎﾀﾎ) ﾂ ﾃ.ﾊﾐﾀﾑﾍﾎﾟﾐﾑﾊﾅ, ﾃ. ﾊﾐﾀﾑﾍﾎﾟﾐﾑﾊ"""|"30101810500000000862"
164|"044552742"|"ﾌﾊﾁ"" (ﾎﾀﾎ), ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810400000000742"
165|"040407882"|"ﾎﾎﾎ ﾊﾑﾊﾁ"", ﾃ. ﾊﾐﾀﾑﾍﾎﾟﾐﾑﾊ"""|"30101810700000000882"
166|"040408000"|"ﾐﾊﾖ ﾄﾓﾄﾈﾍﾊﾀ, ﾃ. ﾄﾓﾄﾈﾍﾊﾀ"|
167|"040408704"|"ﾃﾓﾁﾅﾐﾍﾑﾊﾈﾉ ﾁﾀﾍﾊ ""ﾒﾀﾉﾌﾛﾐ"", ﾃ. ﾄﾓﾄﾈﾍﾊﾀ"""|"30101810500000000704"
168|"040410000"|"ﾐﾊﾖ ﾑﾅﾂﾅﾐﾎ-ﾅﾍﾈﾑﾅﾉﾑﾊﾈﾉ, ﾏﾃﾒ. ﾑﾅﾂﾅﾐﾎ-ﾅﾍﾈﾑﾅﾉﾑﾊﾈﾉ"|
169|"040412000"|"ﾐﾊﾖ ﾁﾀﾋﾀﾕﾒﾀ, ﾏﾃﾒ. ﾁﾀﾋﾀﾕﾒﾀ"|
170|"040413000"|"ﾐﾊﾖ ﾑﾓﾕﾎﾁﾓﾇﾈﾌﾑﾊﾎﾅ, ﾑ. ﾑﾓﾕﾎﾁﾓﾇﾈﾌﾑﾊﾎﾅ"|
171|"040426000"|"ﾐﾊﾖ ﾒﾀﾑﾅﾅﾂﾎ, ﾑ. ﾒﾀﾑﾅﾅﾂﾎ"|
172|"040427000"|"ﾐﾊﾖ ﾌﾎﾒﾛﾃﾈﾍﾎ, ﾏﾃﾒ. ﾌﾎﾒﾛﾃﾈﾍﾎ"|
173|"040435000"|"ﾐﾊﾖ ﾇﾀﾎﾇﾅﾐﾍﾛﾉ, ﾃ. ﾇﾀﾎﾇﾅﾐﾍﾛﾉ"|
174|"040435837"|"ﾊﾅﾄﾐ"", ﾃ. ﾇﾅﾋﾅﾍﾎﾃﾎﾐﾑﾊ"""|"30101810800000000837"
175|"040436000"|"ﾐﾊﾖ ﾎﾊﾒﾟﾁﾐﾜﾑﾊﾎﾃﾎ ﾐﾀﾉﾎﾍﾀ, ﾃ. ﾊﾐﾀﾑﾍﾎﾟﾐﾑﾊ"|
176|"040436811"|"ﾟﾐﾁﾀﾍﾊ"", ﾃ. ﾊﾐﾀﾑﾍﾎﾟﾐﾑﾊ"""|"30101810700000000811"
177|"040436819"|"ﾊﾅﾄﾐ"", ﾃ. ﾊﾐﾀﾑﾍﾎﾟﾐﾑﾊ"""|"30101810100000000819"
178|"040444000"|"ﾐﾊﾖ ﾘﾀﾐﾛﾏﾎﾂﾎ, ﾃ. ﾘﾀﾐﾛﾏﾎﾂﾎ"|
179|"040447000"|"ﾐﾊﾖ ﾒﾓﾐﾓﾕﾀﾍﾑﾊ, ﾑ. ﾒﾓﾐﾓﾕﾀﾍﾑﾊ"|
180|"040452000"|"ﾐﾊﾖ ﾊﾀﾍﾑﾊ, ﾃ. ﾊﾀﾍﾑﾊ"|
181|"040452720"|"ﾊﾀﾍﾑﾊﾈﾉ"" ﾎﾎﾎ, ﾃ. ﾊﾀﾍﾑﾊ"""|"30101810600000000720"
182|"040454000"|"ﾐﾊﾖ ﾁﾎﾃﾓﾗﾀﾍﾛ, ﾑ. ﾁﾎﾃﾓﾗﾀﾍﾛ"|
183|"040461000"|"ﾐﾊﾖ ﾘﾓﾘﾅﾍﾑﾊﾎﾅ, ﾏﾃﾒ. ﾘﾓﾘﾅﾍﾑﾊﾎﾅ"|
184|"040463000"|"ﾐﾊﾖ ﾍﾈﾆﾍﾈﾉ ﾈﾍﾃﾀﾘ, ﾏﾃﾒ. ﾍﾈﾆﾍﾈﾉ ﾈﾍﾃﾀﾘ"|
185|"040464000"|"ﾐﾊﾖ ﾓﾆﾓﾐ, ﾃ. ﾓﾆﾓﾐ"|
186|"040464838"|"ﾊﾅﾄﾐ"", ﾃ. ﾓﾆﾓﾐ"""|"30101810100000000838"
187|"040465000"|"ﾐﾊﾖ ﾋﾅﾑﾎﾑﾈﾁﾈﾐﾑﾊ, ﾃ. ﾋﾅﾑﾎﾑﾈﾁﾈﾐﾑﾊ"|
188|"040467000"|"ﾐﾊﾖ ﾁﾎﾋﾜﾘﾀﾟ ﾌﾓﾐﾒﾀ, ﾏﾃﾒ. ﾁﾎﾋﾜﾘﾀﾟ ﾌﾓﾐﾒﾀ"|
189|"040469000"|"ﾐﾊﾖ ﾅﾍﾈﾑﾅﾉﾑﾊ, ﾃ. ﾅﾍﾈﾑﾅﾉﾑﾊ"|
190|"040483786"|"ﾅﾍﾈﾑﾅﾉﾑﾊﾈﾉ ﾎﾁﾚﾅﾄﾈﾍﾅﾍﾍﾛﾉ ﾁﾀﾍﾊ"", ﾃ. ﾊﾐﾀﾑﾍﾎﾟﾐﾑﾊ"""|"30101810800000000786"
191|"040477000"|"ﾐﾊﾖ ﾈﾃﾀﾐﾊﾀ, ﾃ. ﾈﾃﾀﾐﾊﾀ"|
192|"040480000"|"ﾐﾊﾖ ﾈﾐﾁﾅﾉﾑﾊﾎﾅ, ﾑ. ﾈﾐﾁﾅﾉﾑﾊﾎﾅ"|
193|"040481000"|"ﾐﾊﾖ ﾀﾗﾈﾍﾑﾊ, ﾃ. ﾀﾗﾈﾍﾑﾊ"|
194|"040481820"|"ﾊﾅﾄﾐ"", ﾃ. ﾀﾗﾈﾍﾑﾊ"""|"30101810500000000820"
195|"040483000"|"ﾐﾊﾖ ﾑﾎﾂﾅﾒﾑﾊﾎﾃﾎ ﾐﾀﾉﾎﾍﾀ, ﾃ. ﾊﾐﾀﾑﾍﾎﾟﾐﾑﾊ"|
196|"044030757"|"ﾑﾈﾀﾁ"", ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810600000000757"
197|"040484000"|"ﾐﾊﾖ ﾆﾅﾋﾅﾇﾍﾎﾄﾎﾐﾎﾆﾍﾎﾃﾎ ﾐﾀﾉﾎﾍﾀ, ﾃ. ﾊﾐﾀﾑﾍﾎﾟﾐﾑﾊ"|
198|"040485000"|"ﾐﾊﾖ ﾋﾅﾍﾈﾍﾑﾊﾎﾃﾎ ﾐﾀﾉﾎﾍﾀ, ﾃ. ﾊﾐﾀﾑﾍﾎﾟﾐﾑﾊ"|
199|"040486002"|"ﾏﾓ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ ﾐﾅﾗﾍﾎﾅ, ﾏ. ﾑﾎﾋﾍﾅﾗﾍﾛﾉ"|
200|"040487002"|"ﾏﾓ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ ﾔﾐﾓﾍﾇﾅﾍﾑﾊﾎﾅ, ﾃ. ﾊﾐﾀﾑﾍﾎﾟﾐﾑﾊ 66"|
201|"040488002"|"ﾏﾓ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ ﾘﾈﾘﾊﾈﾍﾑﾊﾎﾅ, ﾃ. ﾊﾀﾍﾑﾊ"|
202|"040483905"|"ﾟﾐﾁﾀﾍﾊ"" ﾂ ﾃ.ﾆﾅﾋﾅﾇﾍﾎﾃﾎﾐﾑﾊﾅ, ﾃ. ﾆﾅﾋﾅﾇﾍﾎﾃﾎﾐﾑﾊ"""|"30101810500000000905"
203|"040494000"|"ﾐﾊﾖ ﾊﾎﾄﾈﾍﾑﾊﾈﾉ, ﾃ. ﾊﾎﾄﾈﾍﾑﾊ ﾊﾅﾆﾅﾌﾑﾊﾎﾃﾎ"|
204|"040495000"|"ﾐﾊﾖ ﾍﾎﾐﾈﾋﾜﾑﾊ, ﾃ. ﾍﾎﾐﾈﾋﾜﾑﾊ"|
205|"040495879"|"ﾒﾀﾉﾌﾛﾐ"" ﾃ.ﾊﾀﾉﾅﾐﾊﾀﾍ, ﾃ. ﾊﾀﾉﾅﾐﾊﾀﾍ"""|"30101810600000000879"
206|"040496000"|"ﾐﾊﾖ ﾁﾎﾃﾎﾒﾎﾋ, ﾃ. ﾁﾎﾃﾎﾒﾎﾋ"|
207|"040501000"|"ﾐﾊﾖ ﾊﾀﾌﾅﾍﾜ-ﾐﾛﾁﾎﾋﾎﾂ, ﾑ. ﾊﾀﾌﾅﾍﾜ-ﾐﾛﾁﾎﾋﾎﾂ"|
208|"040502000"|"ﾐﾊﾖ ﾏﾅﾐﾂﾎﾌﾀﾉﾑﾊﾈﾉ, ﾃ. ﾂﾋﾀﾄﾈﾂﾎﾑﾒﾎﾊ"|
209|"040502713"|"ﾌﾅﾐﾊﾓﾐﾈﾉ"", ﾃ. ﾂﾋﾀﾄﾈﾂﾎﾑﾒﾎﾊ"""|"30101810900000000713"
210|"040502717"|"ﾏﾐﾈﾌﾒﾅﾐﾊﾎﾌﾁﾀﾍﾊ"", ﾃ. ﾂﾋﾀﾄﾈﾂﾎﾑﾒﾎﾊ"""|"30101810100000000717"
211|"040503000"|"ﾐﾊﾖ ﾑﾏﾀﾑﾑﾊ-ﾄﾀﾋﾜﾍﾈﾉ, ﾃ. ﾑﾏﾀﾑﾑﾊ-ﾄﾀﾋﾜﾍﾈﾉ"|
212|"040504000"|"ﾐﾊﾖ ﾀﾐﾑﾅﾍﾜﾅﾂ, ﾃ. ﾀﾐﾑﾅﾍﾜﾅﾂ"|
213|"040504615"|"ﾀﾐﾑﾅﾍﾜﾅﾂﾑﾊﾎﾅ ﾎﾑﾁ N7718, ﾃ. ﾀﾐﾑﾅﾍﾜﾅﾂ"|"30101810400000000615"
214|"040507001"|"ﾃﾐﾊﾖ ﾃﾓ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ ﾏﾎ ﾏﾐﾈﾌﾎﾐﾑﾊﾎﾌﾓ ﾊﾐ., ﾃ. ﾂﾋﾀﾄﾈﾂﾎﾑﾒﾎﾊ"|
215|"040507601"|"ﾏﾐﾈﾌﾎﾐﾑﾊﾎﾅ ﾎﾑﾁ N8635, ﾃ. ﾂﾋﾀﾄﾈﾂﾎﾑﾒﾎﾊ"|"30101810800000000601"
216|"040507704"|"ﾄﾀﾋﾜﾐﾛﾁﾁﾀﾍﾊ"", ﾃ. ﾂﾋﾀﾄﾈﾂﾎﾑﾒﾎﾊ"""|"30101810600000000704"
217|"040507705"|"ﾄﾀﾋﾜﾍﾅﾂﾎﾑﾒﾎﾗﾍﾛﾉ ﾁﾀﾍﾊ"", ﾃ. ﾂﾋﾀﾄﾈﾂﾎﾑﾒﾎﾊ"""|"30101810900000000705"
218|"040507711"|"ﾂﾁﾁ"", ﾃ. ﾂﾋﾀﾄﾈﾂﾎﾑﾒﾎﾊ"""|"30101810800000000711"
219|"040502795"|"ﾏﾐﾈﾌﾎﾐﾜﾅ"", ﾃ. ﾂﾋﾀﾄﾈﾂﾎﾑﾒﾎﾊ"""|"30101810300000000795"
220|"040507803"|"ﾏﾐﾈﾌﾑﾎﾖﾁﾀﾍﾊ"", ﾃ. ﾂﾋﾀﾄﾈﾂﾎﾑﾒﾎﾊ"""|"30101810200000000803"
221|"040508000"|"ﾐﾊﾖ ﾓﾑﾑﾓﾐﾈﾉﾑﾊ, ﾃ. ﾓﾑﾑﾓﾐﾈﾉﾑﾊ"|
222|"040508619"|"ﾓﾑﾑﾓﾐﾈﾉﾑﾊﾎﾅ ﾎﾑﾁ N4140, ﾃ. ﾓﾑﾑﾓﾐﾈﾉﾑﾊ"|"30101810200000000619"
223|"040508734"|"ﾄﾀﾋﾜﾍﾅﾂﾎﾑﾒﾎﾗﾍﾛﾉ ﾁﾀﾍﾊ"", ﾃ. ﾓﾑﾑﾓﾐﾈﾉﾑﾊ"""|"30101810800000000734"
224|"040508744"|"ﾌﾅﾐﾊﾓﾐﾈﾉ"", ﾃ. ﾓﾑﾑﾓﾐﾈﾉﾑﾊ"""|"30101810900000000744"
225|"040508810"|"ﾂﾁﾁ"", ﾃ. ﾓﾑﾑﾓﾐﾈﾉﾑﾊ"""|"30101810300000000810"
226|"040509000"|"ﾐﾊﾖ ﾄﾀﾋﾜﾍﾅﾃﾎﾐﾑﾊ, ﾃ. ﾄﾀﾋﾜﾍﾅﾃﾎﾐﾑﾊ"|
227|"040510000"|"ﾐﾊﾖ ﾍﾀﾕﾎﾄﾊﾀ, ﾃ. ﾍﾀﾕﾎﾄﾊﾀ"|
228|"040510828"|"ﾔﾈﾋﾈﾀﾋ ﾎﾀﾎ ﾂﾍﾅﾘﾒﾎﾐﾃﾁﾀﾍﾊ ﾂ ﾃ.ﾍﾀﾕﾎﾄﾊﾅ, ﾃ. ﾍﾀﾕﾎﾄﾊﾀ"|"30101810900000000828"
229|"040510602"|"ﾍﾀﾕﾎﾄﾊﾈﾍﾑﾊﾎﾅ ﾎﾑﾁ N7151, ﾃ. ﾍﾀﾕﾎﾄﾊﾀ"|"30101810100000000602"
230|"040510716"|"ﾄﾀﾋﾜﾍﾅﾂﾎﾑﾒﾎﾗﾍﾛﾉ ﾁﾀﾍﾊ"", ﾃ. ﾍﾀﾕﾎﾄﾊﾀ"""|"30101810300000000716"
231|"040510802"|"ﾂﾁﾁ"", ﾃ. ﾍﾀﾕﾎﾄﾊﾀ"""|"30101810900000000802"
232|"040511000"|"ﾐﾊﾖ ﾏﾎﾃﾐﾀﾍﾈﾗﾍﾎﾅ, ﾏ. ﾏﾎﾃﾐﾀﾍﾈﾗﾍﾛﾉ"|
233|"040514000"|"ﾐﾊﾖ ﾏﾀﾐﾒﾈﾇﾀﾍﾑﾊ, ﾃ. ﾏﾀﾐﾒﾈﾇﾀﾍﾑﾊ"|
234|"040514720"|"ﾄﾀﾋﾜﾍﾅﾂﾎﾑﾒﾎﾗﾍﾛﾉ ﾁﾀﾍﾊ"", ﾃ. ﾏﾀﾐﾒﾈﾇﾀﾍﾑﾊ"""|"30101810200000000720"
235|"040515000"|"ﾐﾊﾖ ﾎﾋﾜﾃﾀ, ﾏﾃﾒ. ﾎﾋﾜﾃﾀ"|
236|"040518000"|"ﾐﾊﾖ ﾀﾐﾒﾅﾌ, ﾃ. ﾀﾐﾒﾅﾌ"|
237|"040518715"|"ﾄﾀﾋﾜﾍﾅﾂﾎﾑﾒﾎﾗﾍﾛﾉ ﾁﾀﾍﾊ"", ﾃ. ﾀﾐﾒﾅﾌ"""|"30101810200000000715"
238|"040523000"|"ﾐﾊﾖ ﾑﾋﾀﾂﾟﾍﾊﾀ, ﾏ. ﾑﾋﾀﾂﾟﾍﾊﾀ"|
239|"040523770"|"ﾄﾀﾋﾜﾍﾅﾂﾎﾑﾒﾎﾗﾍﾛﾉ ﾁﾀﾍﾊ"", ﾏﾃﾒ. ﾑﾋﾀﾂﾟﾍﾊﾀ"""|"30101810100000000770"
240|"040526000"|"ﾐﾊﾖ ﾁﾎﾋﾜﾘﾎﾉ ﾊﾀﾌﾅﾍﾜ, ﾃ. ﾁﾎﾋﾜﾘﾎﾉ ﾊﾀﾌﾅﾍﾜ"|
241|"040526780"|"ﾁﾎﾋﾜﾘﾎﾉ ﾊﾀﾌﾅﾍﾜ ﾁﾀﾍﾊ"", ﾃ. ﾁﾎﾋﾜﾘﾎﾉ ﾊﾀﾌﾅﾍﾜ"""|"30101810900000000780"
242|"040527000"|"ﾐﾊﾖ ﾋﾓﾗﾅﾃﾎﾐﾑﾊ, ﾏ. ﾋﾓﾗﾅﾃﾎﾐﾑﾊ"|
243|"040528000"|"ﾐﾊﾖ ﾋﾅﾑﾎﾇﾀﾂﾎﾄﾑﾊ, ﾃ. ﾋﾅﾑﾎﾇﾀﾂﾎﾄﾑﾊ"|
244|"040536000"|"ﾐﾊﾖ ﾗﾓﾃﾓﾅﾂﾊﾀ, ﾑ. ﾗﾓﾃﾓﾅﾂﾊﾀ"|
245|"040539000"|"ﾐﾊﾖ ﾄﾀﾋﾜﾍﾅﾐﾅﾗﾅﾍﾑﾊ, ﾃ. ﾄﾀﾋﾜﾍﾅﾐﾅﾗﾅﾍﾑﾊ"|
246|"040581002"|"ﾏﾓ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ ﾝﾊﾈﾏﾀﾆﾍﾎﾅ, ﾃ. ﾂﾋﾀﾄﾈﾂﾎﾑﾒﾎﾊ 1"|
247|"040582002"|"ﾏﾓ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ ﾊﾀﾇﾀﾗﾜﾅ, ﾃ. ﾓﾑﾑﾓﾐﾈﾉﾑﾊ 12"|
248|"040583002"|"ﾏﾓ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ ﾏﾐﾈﾁﾐﾅﾆﾍﾎﾅ, ﾃ. ﾔﾎﾊﾈﾍﾎ"|
249|"040585002"|"ﾏﾓ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ ﾞﾆﾍﾎﾅ, ﾏ. ﾁﾀﾐﾀﾁﾀﾘ"|
250|"040587002"|"ﾏﾓ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ ﾎﾇﾅﾐﾍﾎﾅ, ﾑ. ﾑﾅﾐﾃﾅﾅﾂﾊﾀ"|
251|"040588002"|"ﾏﾓ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ ﾊﾅﾄﾐﾎﾂﾎﾅ, ﾃ. ﾑﾒﾀﾐﾎﾑﾛﾑﾎﾅﾂﾊﾀ"|
252|"040589002"|"ﾏﾓ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ ﾑﾒﾀﾍﾈﾗﾍﾎﾅ, ﾌﾎﾍﾀﾑﾒﾛﾐﾈﾙﾅ 2 ﾗﾅﾐﾍﾈﾃﾎﾂﾑﾊ."|
253|"040701000"|"ﾐﾊﾖ ﾁﾓﾄﾅﾍﾍﾎﾂﾑﾊ, ﾃ. ﾁﾓﾄﾅﾍﾍﾎﾂﾑﾊ"|
254|"040701707"|"ﾐﾔﾎ ﾁﾀﾍﾊ"" ﾎﾎﾎ"", ﾃ. ﾁﾋﾀﾃﾎﾄﾀﾐﾍﾛﾉ"""|"30101810100000000707"
255|"040701708"|"ﾏﾐﾈﾊﾓﾌﾜﾅ"" (ﾎﾀﾎ), ﾃ. ﾁﾓﾄﾅﾍﾍﾎﾂﾑﾊ"""|"30101810400000000708"
256|"040701737"|"ﾑﾒﾀﾂﾐﾎﾏﾎﾋﾜﾅ""ﾎﾀﾎ ﾂ ﾃ.ﾁﾓﾄﾅﾍﾍﾎﾂﾑﾊﾅ, ﾃ. ﾁﾓﾄﾅﾍﾍﾎﾂﾑﾊ"""|"30101810400000000737"
257|"040702001"|"ﾃﾐﾊﾖ ﾃﾓ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ ﾏﾎ ﾑﾒﾀﾂﾐﾎﾏﾎﾋﾜﾑﾊﾎﾌﾓ ﾊﾐ., ﾃ. ﾑﾒﾀﾂﾐﾎﾏﾎﾋﾜ"|
258|"040702788"|"ﾔﾈﾋﾈﾀﾋ ﾎﾀﾎ ﾂﾍﾅﾘﾒﾎﾐﾃﾁﾀﾍﾊ ﾂ ﾃ.ﾑﾒﾀﾂﾐﾎﾏﾎﾋﾅ, ﾃ. ﾑﾒﾀﾂﾐﾎﾏﾎﾋﾜ"|"30101810100000000788"
259|"040702760"|"ﾑﾒﾀﾂﾐﾎﾏﾎﾋﾜﾏﾐﾎﾌﾑﾒﾐﾎﾉﾁﾀﾍﾊ-ﾎﾀﾎ, ﾃ. ﾑﾒﾀﾂﾐﾎﾏﾎﾋﾜ"|"30101810500000000760"
260|"040704000"|"ﾐﾊﾖ ﾍﾅﾂﾈﾍﾍﾎﾌﾛﾑﾑﾊ, ﾃ. ﾍﾅﾂﾈﾍﾍﾎﾌﾛﾑﾑﾊ"|
261|"040707000"|"ﾐﾊﾖ ﾑﾒﾀﾂﾐﾎﾏﾎﾋﾜ, ﾃ. ﾑﾒﾀﾂﾐﾎﾏﾎﾋﾜ"|
262|"040707644"|"ﾑﾅﾂﾅﾐﾎ-ﾊﾀﾂﾊﾀﾇﾑﾊﾈﾉ ﾁﾀﾍﾊ ﾑﾁﾅﾐﾁﾀﾍﾊﾀ ﾐﾔ, ﾃ. ﾑﾒﾀﾂﾐﾎﾏﾎﾋﾜ"|"30101810100000000644"
263|"040708000"|"ﾐﾊﾖ ﾏﾟﾒﾈﾃﾎﾐﾑﾊ, ﾃ. ﾏﾟﾒﾈﾃﾎﾐﾑﾊ"|
264|"040708720"|"ﾌﾅﾒﾐﾀﾊﾎﾌﾁﾀﾍﾊ""ﾂ ﾃ.ﾌﾈﾍ-ﾂﾎﾄﾛ, ﾃ. ﾌﾈﾍﾅﾐﾀﾋﾜﾍﾛﾅ ﾂﾎﾄﾛ"""|"30101810500000000720"
265|"040708723"|"ﾌﾈﾍﾅﾐﾀﾋﾎﾂﾎﾄﾑﾊﾈﾉ"", ﾃ. ﾌﾈﾍﾅﾐﾀﾋﾜﾍﾛﾅ ﾂﾎﾄﾛ"""|"30101810400000000723"
266|"040708733"|"ﾏﾟﾒﾈﾃﾎﾐﾑﾊ"", ﾃ. ﾏﾟﾒﾈﾃﾎﾐﾑﾊ"""|"30101810500000000733"
267|"040708746"|"ﾑﾒﾀﾂﾐﾎﾏﾎﾋﾜﾅ""-ﾎﾀﾎ ﾂ ﾃ.ﾏﾟﾒﾈﾃﾎﾐﾑﾊﾅ, ﾃ. ﾏﾟﾒﾈﾃﾎﾐﾑﾊ"""|"30101810500000000746"
268|"040708749"|"ﾆﾅﾋﾅﾇﾍﾎﾂﾎﾄﾑﾊ"", ﾃ. ﾆﾅﾋﾅﾇﾍﾎﾂﾎﾄﾑﾊ"""|"30101810400000000749"
269|"040708774"|"ﾑﾅﾂﾊﾀﾂﾈﾍﾂﾅﾑﾒﾁﾀﾍﾊ"", ﾃ. ﾏﾟﾒﾈﾃﾎﾐﾑﾊ"""|"30101810200000000774"
270|"040708775"|"ﾃﾐﾈﾑ-ﾁﾀﾍﾊ"", ﾃ. ﾏﾟﾒﾈﾃﾎﾐﾑﾊ"""|"30101810500000000775"
271|"040709000"|"ﾐﾊﾖ ﾈﾇﾎﾁﾈﾋﾜﾍﾛﾉ, ﾃ. ﾈﾇﾎﾁﾈﾋﾜﾍﾛﾉ"|
272|"040709748"|"ﾑﾒﾀﾂﾐﾎﾏﾎﾋﾜﾅ"" - ﾎﾀﾎ, ﾏ. ﾑﾎﾋﾍﾅﾗﾍﾎﾄﾎﾋﾜﾑﾊ"""|"30101810000000000748"
273|"040711000"|"ﾐﾊﾖ ﾀﾋﾅﾊﾑﾀﾍﾄﾐﾎﾂﾑﾊﾎﾅ, ﾑ. ﾀﾋﾅﾊﾑﾀﾍﾄﾐﾎﾂﾑﾊﾎﾅ"|
274|"040714000"|"ﾐﾊﾖ ﾑﾂﾅﾒﾋﾎﾃﾐﾀﾄ, ﾃ. ﾑﾂﾅﾒﾋﾎﾃﾐﾀﾄ"|
275|"040714716"|"ﾈﾏﾀﾒﾎﾂﾑﾊﾈﾉ"" ﾎﾎﾎ, ﾃ. ﾈﾏﾀﾒﾎﾂﾎ"""|"30101810900000000716"
276|"040714753"|"ﾑﾒﾀﾂﾐﾎﾏﾎﾋﾜﾅ""ﾎﾀﾎ ﾂ ﾃ.ﾑﾂﾅﾒﾋﾎﾃﾐﾀﾄﾅ, ﾃ. ﾑﾂﾅﾒﾋﾎﾃﾐﾀﾄ"""|"30101810400000000753"
277|"040715000"|"ﾐﾊﾖ ﾊﾈﾑﾋﾎﾂﾎﾄﾑﾊ, ﾃ. ﾊﾈﾑﾋﾎﾂﾎﾄﾑﾊ"|
