"id"	"BIK"	"namebanka"	"korschet"	"UpDateFlag"
316	"041081002"	"ос аюмйю пняяхх люцхярпюкэмне, ц. аекнцнпяй 11"	""	
317	"041085002"	"ос аюмйю пняяхх гехмяйне, ц. ябнандмши 20"	""	
318	"041102000"	"пйж океяежй, ц. океяежй"	""	
319	"041105000"	"пйж аепегмхй, ц. аепегмхй"	""	
320	"041106000"	"пйж йнркюя, ц. йнркюя"	""	
321	"041107000"	"пйж легемэ, ц. легемэ"	""	
322	"041108000"	"пйж яебепндбхмяй, ц. яебепндбхмяй"	""	
323	"041109000"	"пйж нмецю, ц. нмецю"	""	
324	"041110000"	"пйж унклнцнпш, я. унклнцнпш"	""	
325	"041111000"	"пйж бекэяй, ц. бекэяй"	""	
326	"041112000"	"пйж бепумъъ рнилю, я. бепумъъ рнилю"	""	
327	"041114000"	"пйж хкэхмяйн-онднляйне, я. хкэхмяйн-онднляйне"	""	
328	"041115000"	"пйж йюпцнонкэ, ц. йюпцнонкэ"	""	
329	"041116000"	"пйж йюпонцнпш, я. йюпонцнпш"	""	
330	"041117001"	"цпйж цс аюмйю пняяхх он юпуюмцекэяйни нак., ц. юпуюмцекэяй"	""	
331	"041117601"	"юпуюмцекэяйне няа N 8637, ц. юпуюмцекэяй"	"30101810100000000601"	
332	"041117707"	"ярпнияебгюоаюмй"", ц. юпуюмцекэяй"""	"30101810800000000707"	
333	"041117709"	"яебепмши йпедхр"" (гюн), ц. юпуюмцекэяй"""	"30101810400000000709"	
334	"041117723"	"лдл-аюмй яоа"", ц. юпуюмцекэяй"""	"30101810800000000723"	
335	"041117770"	"юфйа"", ц. юпуюмцекэяй"""	"30101810400000000770"	
336	"041119000"	"пйж кеьсйнмяйне, я. кеьсйнмяйне"	""	
337	"041122002"	"ос аюмйю пняяхх нйръапэяйне, ц. лхпмши 12"	""	
338	"041123000"	"пйж ьемйспяй, ц. ьемйспяй"	""	
339	"041124000"	"пйж ъпемяй, я. ъпемяй"	""	
340	"041126002"	"ос аюмйю пняяхх кемхмяйне, ц. юпуюмцекэяй 55"	""	
341	"041128000"	"пйж йнмнью, ц. йнмнью"	""	
342	"041133000"	"пйж йпюямнанпяй, я. йпюямнанпяй"	""	
343	"041135000"	"пйж нйръапэяйхи, я. нйръапэяйхи"	""	
344	"041137000"	"пйж мъмднлю, ц. мъмднлю"	""	
345	"041203001"	"цпйж цс аюмйю пняяхх он юярпюуюмяйни нак., ц. юярпюуюмэ"	""	
346	"041203602"	"юярпюуюмяйне няа N 8625, ц. юярпюуюмэ"	"30101810500000000602"	
347	"041203709"	"цюгопнлаюмй""(гюн) б ц.юярпюуюмх, ц. юярпюуюмэ"""	"30101810500000000709"	
348	"041203711"	"йпюяйнлаюмй"", я. йпюямши ъп"""	"30101810200000000711"	
349	"041203715"	"нюн еюроаюмй, ц. юярпюуюмэ"	"30101810400000000715"	
350	"041203726"	"нюн юцпнхмйнлаюмй, ц. юярпюуюмэ"	"30101810800000000726"	
351	"041203729"	"нюн бйюаюмй, ц. юярпюуюмэ"	"30101810700000000729"	
352	"041203738"	"ябъгэ-аюмй"", ц. юярпюуюмэ"""	"30101810500000000738"	
353	"041203746"	"пяйа"" б ц.юярпюуюмэ, ц. юярпюуюмэ"""	"30101810000000000746"	
354	"041206000"	"пйж юурсахмяй, ц. юурсахмяй"	""	
355	"041207000"	"пйж бнкндюпяйхи, оцр. бнкндюпяйхи"	""	
356	"041208000"	"пйж йюосярхм ъп, оцр. йюосярхм ъп"	""	
357	"041209000"	"пйж емнрюебйю, я. емнрюебйю"	""	
358	"041213000"	"пйж хйпъмне, я. хйпъмне"	""	
359	"041235000"	"пйж уюпюаюкх, ц. уюпюаюкх"	""	
360	"041236002"	"ос аюмйю пняяхх тюапхвмне, ц. юурсахмяй"	""	
361	"041280002"	"ос аюмйю пняяхх жхнкйнбяйне, ц. гмюлемяй"	""	
362	"041401000"	"пйж бюксийх, ц. бюксийх"	""	
363	"041401709"	"ннн бюксияйхи йнлаюмй"", ц. бюксийх"""	"30101810700000000709"	
364	"041402000"	"пйж опнунпнбйю, ц. опнунпнбйю"	""	
365	"041403001"	"цпйж цс аюмйю пняяхх он аекцнпндяйни нак., ц. аекцнпнд"	""	
366	"041403633"	"аекцнпндяйне няа N 8592, ц. аекцнпнд"	"30101810100000000633"	
367	"041403701"	"аекцнпндянжаюмй"", ц. аекцнпнд"""	"30101810100000000701"	
368	"041403737"	"аекцнпндопнлярпниаюмй"", ц. аекцнпнд"""	"30101810200000000737"	
369	"041403747"	"яебепхмбеяраюмй"", ц. аекцнпнд"""	"30101810300000000747"	
370	"044585416"	"аекщйнмнлаюмй"", ц. лняйбю"""	"30101810200000000416"	
371	"041404000"	"пйж хбмъ, ц. хбмъ"	""	
372	"041407000"	"пйж мнбши няйнк, ц. мнбши няйнк"	""	
373	"041408000"	"пйж юкейяеебйю, ц. юкейяеебйю"	""	
374	"041408738"	"аекцнпндопнлярпниаюмй"" юкейяеебяйхи, ц. юкейяеебйю"""	"30101810000000000738"	
375	"041413000"	"пйж ьеаейхмн, ц. ьеаейхмн"	""	
376	"041414000"	"пйж ярпнхрекэ, ц. ярпнхрекэ"	""	
377	"041416000"	"пйж цсайхм, ц. цсайхм"	""	
378	"041416718"	"аекцнпндопнлярпниаюмй"", ц. цсайхм"""	"30101810300000000718"	
379	"041418000"	"пйж йнпнвю, ц. йнпнвю"	""	
380	"041424000"	"пйж ярюпши няйнк, ц. ярюпши няйнк"	""	
381	"041424711"	"аекцнпндянжаюмй"", ц. ярюпши няйнк"""	"30101810700000000711"	
382	"041424724"	"аекцнпндопнлярпниаюмй""ярюпнняйнкэяйх, ц. ярюпши няйнк"""	"30101810700000000724"	
383	"041424725"	"няйнкаюмй"", ц. ярюпши няйнк"""	"30101810000000000725"	
384	"041426000"	"пйж цпюибнпнм, ц. цпюибнпнм"	""	
385	"041480002"	"ос аюмйю пняяхх кемхмяйне, ц. аекцнпнд 22"	""	
386	"041501001"	"цпйж цс аюмйю пняяхх он апъмяйни нак., ц. апъмяй"	""	
387	"041501601"	"апъмяйне няа N 8605, ц. апъмяй"	"30101810400000000601"	
388	"041501706"	"аефхжю-аюмй"" нюн, ц. апъмяй"""	"30101810800000000706"	
389	"041501745"	"щкейрпнмхйю"", ц. апъмяй"""	"30101810900000000745"	
390	"041501770"	"ама"" (нюн), ц. апъмяй"""	"30101810700000000770"	
391	"041543000"	"пйж йкхлнбн, оцр. йкхлнбн"	""	
392	"041549000"	"пйж дсапнбйю, оцр. дсапнбйю"	""	
393	"041550000"	"пйж йкхмжш, ц. йкхмжш"	""	
394	"041552000"	"пйж онвео, ц. онвео"	""	
395	"041553000"	"пйж дърэйнбн, ц. дърэйнбн"	""	
396	"041558000"	"пйж рпсавебяй, ц. рпсавебяй"	""	
397	"041559000"	"пйж смевю, ц. смевю"	""	
398	"041563000"	"пйж апюянбяйхи, оцр. кнйнрэ"	""	
399	"041568000"	"пйж фсйнбйю, ц. фсйнбйю"	""	
400	"041580002"	"ос аюмйю пняяхх опнкерюпяйне, ц. апъмяй 18"	""	
401	"041708001"	"цпйж цс аюмйю пняяхх он бкюдхлхпяйни нак., ц. бкюдхлхп"	""	
402	"041708602"	"бкюдхлхпяйне няа N 8611, ц. бкюдхлхп"	"30101810000000000602"	
403	"041708703"	"янкхдюпмнярэ"", ц. бкюдхлхп"""	"30101810200000000703"	
404	"041708706"	"бкюдахгмеяаюмй"", ц. бкюдхлхп"""	"30101810100000000706"	
405	"041708708"	"бкюдопнлаюмй"", ц. бкюдхлхп"""	"30101810700000000708"	
406	"041708716"	"лхма"", ц. бкюдхлхп"""	"30101810200000000716"	
407	"041708727"	"бкюдхлхпяйхи тхкхюк юбрнаюмй-мхйник, ц. бкюдхлхп"	"30101810600000000727"	
408	"041709000"	"пйж йюлеьйнбн, ц. йюлеьйнбн"	""	
409	"041710000"	"пйж йпюямюъ-цнпаюрйю, ц. йпюямюъ-цнпаюрйю"	""	
410	"041711000"	"пйж цсяэ-упсярюкэмши, ц. цсяэ-упсярюкэмши"	""	
411	"041713000"	"пйж йхпфюв, ц. йхпфюв"	""	
412	"041714000"	"пйж йнбпнб, ц. йнбпнб"	""	
413	"041714702"	"щрюкнмаюмй"", ц. йнбпнб"""	"30101810600000000702"	
414	"041715000"	"пйж йнкэвсцхмн, ц. йнкэвсцхмн"	""	
415	"041716000"	"пйж лспнл, ц. лспнл"	""	
416	"041718000"	"пйж юкейяюмдпнб, ц. юкейяюмдпнб"	""	
417	"041718707"	"юкейяйнлаюмй"" гюн, ц. юкейяюмдпнб"""	"30101810700000000707"	
418	"041719000"	"пйж бъгмхйх, ц. бъгмхйх"	""	
419	"041722000"	"пйж оерсьйх, ц. оерсьйх"	""	
420	"041723000"	"пйж ясднцдю, ц. ясднцдю"	""	
421	"041724000"	"пйж янахмйю, ц. янахмйю"	""	
422	"041726000"	"пйж чпэеб-онкэяйхи, ц. чпэеб-онкэяйхи"	""	
423	"041728000"	"пйж лекемйх, ц. лекемйх"	""	
424	"041737000"	"пйж ясгдюкэ, ц. ясгдюкэ"	""	
425	"041780002"	"ос аюмйю пняяхх йхпнбяйне, ц. бкюдхлхп 21"	""	
426	"041801000"	"пйж екюмэ, ц. екюмэ"	""	
427	"041803000"	"пйж йюкюв-мю-днмс, ц. йюкюв-мю-днмс"	""	
428	"041806001"	"цпйж цс аюмйю пняяхх он бнкцнцпюдяйни нак., ц. бнкцнцпюд"	""	
429	"041806647"	"бнкцнцпюдяйне няа N 8621, ц. бнкцнцпюд"	"30101810100000000647"	
430	"041806779"	"цюгопнлаюмй"" (гюн) б ц.бнкцнцпюде, ц. бнкцнцпюд"""	"30101810900000000779"	
431	"044030815"	"хмбеяр-щйнаюмй"", ц. яюмйр-оерепаспц"""	"30101810500000000815"	
432	"041806791"	"псячцаюмй"", ц. бнкцнцпюд"""	"30101810700000000791"	
433	"041806794"	"бнкцнопнлаюмй"", ц. бнкцнцпюд"""	"30101810600000000794"	
434	"041806799"	"юйа""йнп"", ц. бнкцнцпюд"""	"30101810100000000799"	
435	"041806808"	"бнкцн-днм аюмй"", ц. бнкцнцпюд"""	"30101810800000000808"	
436	"041806813"	"хпя"" (гюн), ц. бнкцнцпюд"""	"30101810400000000813"	
437	"041806824"	"бнгпнфдемхе""(нюн), ц. бнкцнцпюд"""	"30101810800000000824"	
438	"041806831"	"нюн мнйяяаюмй, ц. бнкцнцпюд"	"30101810000000000831"	
439	"041809000"	"пйж мнбнюммхмяйхи, ц. мнбнюммхмяйхи"	""	
440	"041817774"	"яекэлюьаюмй"", ц. спчохмяй"""	"30101810600000000774"	
441	"041810000"	"пйж оюккюянбйю, ц. оюккюянбйю"	""	
442	"041814000"	"пйж лхуюикнбйю, ц. лхуюикнбйю"	""	
443	"041814741"	"бнкцнопнлаюмй"", ц. лхуюикнбйю"""	"30101810700000000741"	
444	"041814815"	"лхуюикнбяйхи офяа"", ц. лхуюикнбйю"""	"30101810500000000815"	
445	"041822000"	"пйж йюлшьхм, ц. йюлшьхм"	""	
446	"041822744"	"бнкцнопнлаюмй"", ц. йюлшьхм"""	"30101810100000000744"	
447	"041824000"	"пйж йпюямнюплеияйхи, ц. бнкцнцпюд"	""	
448	"041824710"	"бнкцнопнлаюмй"", ц. бнкцнцпюд"""	"30101810400000000710"	
449	"041841002"	"ос аюмйю пняяхх йсгмежнбяйне, ц. бнкцнцпюд"	""	
450	"041856000"	"пйж бнкфяйхи, ц. бнкфяйхи"	""	
451	"041856739"	"бнкцнопнлаюмй"", ц. бнкфяйхи"""	"30101810000000000739"	
452	"041856762"	"лхма"" б ц.бнкфяйнл, ц. бнкфяйхи"""	"30101810200000000762"	
453	"041908000"	"пйж бекхйхи сярчц, ц. бекхйхи сярчц"	""	
454	"044583491"	"тйа"" (ннн), ц. лняйбю"""	"30101810700000000491"	
455	"041909001"	"цпйж цс аюмйю пняяхх он бнкнцндяйни нак., ц. бнкнцдю"	""	
456	"041909644"	"бнкнцндяйне нрдекемхе N 8638, ц. бнкнцдю"	"30101810900000000644"	
457	"041909717"	"бнкнцдюаюмй"", ц. бнкнцдю"""	"30101810400000000717"	
458	"041931739"	"бнкнцдюаюмй"" б я.яълфю, я. яълфю"""	"30101810900000000739"	
459	"044030772"	"янберяйхи"", ц. яюмйр-оерепаспц"""	"30101810300000000772"	
460	"041909750"	"жемрпнйпедхр"", ц. бнкнцдю"""	"30101810700000000750"	
461	"041909760"	"аюмй бнкнцфюмхм"", ц. бнкнцдю"""	"30101810800000000760"	
462	"041909772"	"опнлщмепцнаюмй"", ц. бнкнцдю"""	"30101810500000000772"	
463	"041909786"	"яебепцюгаюмй"", ц. бнкнцдю"""	"30101810800000000786"	
464	"041912000"	"пйж бшрецпю, ц. бшрецпю"	""	
465	"041913000"	"пйж цпъгнбеж, ц. цпъгнбеж"	""	
466	"041913720"	"бнкнцдюаюмй"" б о.бнурнцю, оцр. бнурнцю"""	"30101810300000000720"	
467	"041924000"	"пйж мхйнкэяй, ц. мхйнкэяй"	""	
468	"041931000"	"пйж янйнк, ц. янйнк"	""	
469	"041936000"	"пйж сярчфмю, ц. сярчфмю"	""	
470	"041936763"	"юцпнйпедаюмй""б о.яюгнмнбн, о. яюгнмнбн"""	"30101810900000000763"	
471	"041939000"	"пйж уюпнбяй, ц. уюпнбяй"	""	
472	"041943000"	"пйж ьейямю, оцр. ьейямю"	""	
473	"044599749"	"мнбши опнлшькеммши аюмй"", ц. лняйбю"""	"30101810000000000749"	
474	"041946000"	"пйж вепеонбеж, ц. вепеонбеж"	""	
475	"041946742"	"юцпнйпедаюмй"", ц. вепеонбеж"""	"30101810700000000742"	
476	"041946747"	"лерйнлаюмй"", ц. вепеонбеж"""	"30101810200000000747"	
477	"041946748"	"аслепюмц"", ц. вепеонбеж"""	"30101810500000000748"	
478	"041980002"	"ос аюмйю пняяхх онилхмяйне, ц. бнкнцдю 20"	""	
479	"042003000"	"пйж анапнб, ц. анапнб"	""	
480	"042007001"	"цпйж цс аюмйю пняяхх он бнпнмефяйни нак., ц. бнпнмеф"	""	
481	"042007681"	"жемрпюкэмн-вепмнгелмши аюмй яаепаюмйю пт, ц. бнпнмеф"	"30101810600000000681"	
482	"042007700"	"юцпнхлоскэя"", ц. бнпнмеф"""	"30101810400000000700"	
483	"042007705"	"бнпнмефопнлаюмй"", ц. бнпнмеф"""	"30101810900000000705"	
484	"042007707"	"бнпнмеф"", ц. бнпнмеф"""	"30101810500000000707"	
485	"042007793"	"чцн-бнярнй"", ц. бнпнмеф"""	"30101810200000000793"	
486	"042011000"	"пйж асрспкхмнбйю, ц. асрспкхмнбйю"	""	
487	"042012000"	"пйж йюкюв, ц. йюкюв"	""	
488	"042013000"	"пйж анпхянцкеаяй, ц. анпхянцкеаяй"	""	
489	"042022000"	"пйж мнбнуноепяй, ц. мнбнуноепяй"	""	
490	"042023000"	"пйж нярпнцнфяй, ц. нярпнцнфяй"	""	
491	"042027000"	"пйж кхяйх, ц. кхяйх"	""	
492	"042027704"	"чцн-бнярнй"", ц. кхяйх"""	"30101810200000000704"	
493	"042030000"	"пйж щпрхкэ, ц. щпрхкэ"	""	
494	"042034000"	"пйж пняяньэ, ц. пняяньэ"	""	
495	"042047000"	"пйж яелхксйх, ц. яелхксйх"	""	
496	"042049000"	"пйж оюбкнбяй, ц. оюбкнбяй"	""	
497	"042080002"	"ос аюмйю пняяхх лняйнбяйне, ц. бнпнмеф 45"	""	
498	"042081002"	"ос аюмйю пняяхх йнкэжнбяйне, ц. бнпнмеф"	""	
499	"042082002"	"ос аюмйю пняяхх мейпюянбяйне, ц. анцсвюп"	""	
500	"042202001"	"цпйж цс аюмйю пняяхх он мхфецнпндяйни нак., ц. мхфмхи мнбцнпнд"	""	
501	"042202603"	"бнкцн-бъряйхи аюмй яаепаюмйю пт, ц. мхфмхи мнбцнпнд"	"30101810900000000603"	
502	"042202705"	"мад-аюмй"", ц. мхфмхи мнбцнпнд"""	"30101810400000000705"	
503	"042202722"	"бнйаюмй"", ц. мхфмхи мнбцнпнд"""	"30101810700000000722"	
504	"042202753"	"ннн анпяйхи йнлаюмй, ц. анп"	"30101810300000000753"	
505	"042202755"	"мхфмхи мнбцнпнд"", ц. мхфмхи мнбцнпнд"""	"30101810900000000755"	
506	"042202764"	"цюгопнлаюмй""(гюн) б ц.м.мнбцнпнде, ц. мхфмхи мнбцнпнд"""	"30101810700000000764"	
507	"042202768"	"опхбнкфяйне нбй"", ц. мхфмхи мнбцнпнд"""	"30101810900000000768"	
508	"042202772"	"мхфецнпндопнлярпниаюмй"", ц. мхфмхи мнбцнпнд"""	"30101810200000000772"	
509	"042203000"	"пйж юпдюрнб, ц. юпдюрнб"	""	
